OrderID,OrderDate,Customer,City,Region,Product,Qty,UnitPrice,Amount,PaymentMethod,Status
ORD-M202606-1000,01/06/2026,Josefina Flores,Iloilo City,Western Visayas,Joy Dishwashing Liquid 250ml,3,38.0,114.0,COD,Delivered
ORD-M202606-1001,26/06/2026,Fernando Pascual,Dasmarinas,CALABARZON,Domex Toilet Cleaner,20,55.0,1100.0,Cash,Delivered
ORD-M202606-1002,16/06/2026,Ana Del Rosario,Manila,NCR,ILUV Ballpen,19,10.0,190.0,COD,Delivered
ORD-M202606-1003,11/06/2026,Eduardo Mendoza,Cebu  City,Central Visayas,Boy Bawang 100g,3,18.0,54.0,COD,Delivered
ORD-M202606-1004,09/06/2026,Josefina Pascual,Manila,NCR,555 Sardines,5,22.0,110.0,COD,Delivered
ORD-M202606-1005,22/06/2026,Eduardo Pascual,Tarlac City,Central Luzon,Yellow Pad Paper,15,12.0,180.0,Bank Transfer,Delivered
ORD-M202606-1006,02/06/2026,Eduardo Del Rosario,Iloilo City,Western Visayas,Head & Shoulders Sachet,6,7.0,42.0,Cash,Delivered
ORD-M202606-1007,12/06/2026,Pedro Del Rosario,Pasig,NCR,Surf Powder Sachet,1,8.0,8.0,Cash,Test
ORD-M202606-1008,13/06/2026,Luz Torres,Mandaue,Central Visayas,Boy Bawang 100g,12,18.0,216.0,GCash,Cancelled
ORD-M202606-1009,02/06/2026,Roberto Santos,Bacolod,Western Visayas,Head & Shoulders Sachet,16,7.0,112.0,COD,Delivered
ORD-M202606-1010,23/06/2026,Ana Ocampo,Mandaue,Central Visayas,Sterling Notebook,9,18.0,162.0,Cash,Delivered
ORD-M202606-1011,02/06/2026,Maria Cruz,Tagbilaran,Central Visayas,Lucky Me Pancit Canton Noodles,9,14.0,126.0,COD,Delivered
ORD-M202606-1012,15/06/2026,Jose Ocampo,Dasmarinas,CALABARZON,Yellow Pad Paper,11,12.0,132.0,Maya,Delivered
ORD-M202606-1013,04/06/2026,Jose Castillo,Bacolod,Western Visayas,Lucky Me Beef Sotanghon,3,13.0,39.0,COD,Delivered
ORD-M202606-1014,29/06/2026,Josefina Ramos,Cebu City,Central Visayas,Head & Shoulders Sachet,4,7.0,28.0,Cash,Delivered
ORD-M202606-1015,06/06/2026,Pedro Ocampo,Manila,NCR,Yellow Pad Paper,5,12.0,60.0,Bank Transfer,Returned
